Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST1664,22,143026,458612,788,48,No
CUST1665,40,42293,262252,677,12,No
CUST1666,34,113341,769381,845,24,No
CUST1667,27,40425,200539,634,48,No
CUST1668,29,55095,138928,790,36,No
CUST1669,34,58862,213563,469,12,No
CUST1670,58,35845,796047,733,48,No
CUST1671,55,75158,548787,852,24,No
CUST1672,49,53021,448644,673,48,Yes
CUST1673,21,49691,594736,425,36,Yes
CUST1674,46,119284,190472,682,36,No
CUST1675,60,28180,775035,575,12,Yes
CUST1676,36,38507,134034,475,36,No
CUST1677,22,68180,113812,692,12,No
CUST1678,51,26775,693223,360,60,Yes
CUST1679,31,46946,550578,304,36,No
CUST1680,56,77629,450028,358,48,Yes
CUST1681,41,131971,220408,435,12,Yes
CUST1682,29,101891,136711,875,48,No
CUST1683,57,53811,630525,722,60,Yes
CUST1684,31,133152,570754,626,60,No
CUST1685,59,70398,541927,358,24,Yes
CUST1686,53,45973,454980,531,12,Yes
CUST1687,35,111082,621850,895,12,No
CUST1688,34,51003,638956,450,60,No
CUST1689,54,41875,221575,423,60,Yes
CUST1690,34,40125,538807,471,48,No
CUST1691,30,54238,692005,667,36,Yes
CUST1692,54,138219,640504,639,24,No
CUST1693,55,147359,68243,475,12,Yes
CUST1694,24,71361,152863,480,12,Yes
CUST1695,36,108181,463874,696,36,No
CUST1696,44,125955,255115,840,24,Yes
CUST1697,50,34582,510776,602,48,No
CUST1698,40,85836,158330,735,60,No
CUST1699,34,80439,272482,809,12,No
CUST1700,42,39640,320567,607,48,No
CUST1701,55,70444,114363,827,36,Yes
CUST1702,28,145775,445656,875,60,No
CUST1703,51,65117,357474,339,36,Yes
CUST1704,57,86187,175164,484,60,Yes
CUST1705,59,126957,664348,890,60,No
CUST1706,56,20673,269394,769,12,No
CUST1707,56,55492,522948,793,36,Yes
CUST1708,21,47720,88198,398,12,Yes
CUST1709,46,145919,608044,750,36,No
CUST1710,40,135192,213705,877,48,No
CUST1711,40,147264,516595,353,36,Yes
CUST1712,58,52375,421609,429,60,Yes
CUST1713,25,37235,661450,787,48,No
CUST1714,50,38352,664925,335,24,Yes
CUST1715,51,105735,683705,574,36,Yes
CUST1716,27,34511,113750,621,12,No
CUST1717,45,20289,62963,423,24,Yes
CUST1718,46,66222,719167,878,12,No
CUST1719,43,141279,107187,572,36,Yes
CUST1720,38,55021,603055,429,60,Yes
CUST1721,39,35281,85659,520,48,Yes
CUST1722,31,92205,728273,538,36,Yes
CUST1723,49,59891,420131,722,48,No
CUST1724,50,83269,662557,633,12,No
CUST1725,50,136477,320553,757,12,No
CUST1726,54,132598,523026,896,36,No
CUST1727,27,49258,724177,518,24,No
CUST1728,38,84872,388100,386,24,Yes
CUST1729,38,67625,508298,865,36,No
CUST1730,29,75726,212254,700,60,No
CUST1731,21,38999,169521,856,48,No
CUST1732,47,32692,58671,369,60,Yes
CUST1733,23,130534,214799,623,36,No
CUST1734,36,117417,469491,568,48,Yes
CUST1735,50,52546,524327,795,36,No
CUST1736,39,146475,213367,821,48,No
CUST1737,26,136102,552737,496,24,Yes
CUST1738,42,130757,582857,559,36,No
CUST1739,36,57048,754785,726,48,Yes
CUST1740,25,88597,706908,469,24,No
CUST1741,45,126195,126634,650,24,No
CUST1742,43,31431,604622,593,24,No
CUST1743,28,121661,398638,794,60,No
CUST1744,49,100692,336392,610,12,No
CUST1745,46,58799,539304,675,12,No
CUST1746,32,23023,383898,503,24,Yes
CUST1747,53,135582,562107,484,48,Yes
CUST1748,54,131493,259712,574,12,Yes
CUST1749,32,80902,295506,348,60,Yes
CUST1750,28,121570,435227,367,24,Yes
CUST1751,24,47377,687681,679,36,No
CUST1752,35,115484,463570,537,48,Yes
CUST1753,59,45978,175886,703,60,Yes
CUST1754,60,25289,581531,755,36,No
CUST1755,60,143856,662110,875,48,Yes
CUST1756,21,98917,87630,443,24,Yes
CUST1757,36,100743,128308,460,12,Yes
CUST1758,25,147903,252212,792,48,No
CUST1759,22,74277,242169,827,12,No
CUST1760,52,22281,334766,485,24,Yes
CUST1761,23,23472,723714,367,60,Yes
CUST1762,28,139421,88765,560,60,Yes
CUST1763,44,102922,529892,650,60,No
CUST1764,23,78027,652515,657,12,Yes
CUST1765,58,51157,798699,871,24,No
CUST1766,48,147295,432666,791,24,No
CUST1767,42,130172,581251,505,24,Yes
CUST1768,52,118570,410780,594,48,Yes
CUST1769,36,36838,396214,638,12,No
CUST1770,37,120480,199258,472,48,Yes
CUST1771,32,66683,448643,362,24,Yes
CUST1772,31,43702,285591,539,24,No
CUST1773,50,142374,231642,304,60,Yes
CUST1774,30,114928,674828,757,48,No
CUST1775,37,135830,511197,658,60,No
CUST1776,52,146659,77959,478,36,Yes
CUST1777,37,79508,659935,422,36,No
CUST1778,43,84193,796573,614,36,Yes
CUST1779,57,77547,253088,586,24,Yes
CUST1780,27,110345,527064,616,60,No
CUST1781,34,75919,472609,603,60,No
CUST1782,57,41900,275013,563,12,Yes
CUST1783,31,123171,666874,873,12,No
CUST1784,39,67599,280142,405,12,Yes
CUST1785,29,67911,85178,883,24,No
CUST1786,52,53179,310652,684,36,No
CUST1787,52,100012,713238,850,24,No
CUST1788,56,35199,367939,683,24,No
CUST1789,50,135996,711068,329,12,Yes
CUST1790,25,149304,572740,445,12,No
CUST1791,57,129223,569145,790,48,No
CUST1792,28,68161,699930,412,48,Yes
CUST1793,45,83143,688654,610,48,Yes
CUST1794,38,148565,665545,529,36,Yes
CUST1795,45,65112,318854,460,60,No
CUST1796,42,143359,221890,318,48,Yes
CUST1797,21,79970,102659,866,24,No
CUST1798,52,49271,779542,822,12,Yes
CUST1799,28,50802,538956,710,48,No
CUST1800,28,139187,361808,755,12,Yes
CUST1801,26,45318,505438,770,24,No
CUST1802,53,30423,511462,705,48,No
CUST1803,36,70000,60407,673,24,No
CUST1804,58,44801,759906,303,60,Yes
CUST1805,25,52457,680314,566,48,Yes
CUST1806,37,131369,656700,467,48,Yes
CUST1807,30,118197,169909,551,60,Yes
CUST1808,25,67973,240401,696,36,Yes
CUST1809,25,26577,743559,312,24,Yes
CUST1810,28,70459,156350,782,60,No
CUST1811,52,127699,145087,875,24,No
CUST1812,43,138555,551754,468,60,Yes
CUST1813,33,69072,669353,742,24,No
CUST1814,47,125578,420849,558,24,Yes
CUST1815,32,41868,201626,406,24,Yes
CUST1816,42,32722,156735,681,24,No
CUST1817,44,31973,424747,541,12,Yes
CUST1818,24,35469,701884,429,36,Yes
CUST1819,59,122730,516831,662,60,No
CUST1820,44,70542,631674,355,24,Yes
CUST1821,41,24610,278631,430,24,No
CUST1822,59,79793,291321,419,24,No
CUST1823,57,65400,310695,342,60,Yes
CUST1824,40,28239,224446,752,48,No
CUST1825,55,45858,307495,774,48,No
CUST1826,56,110568,157172,612,60,No
CUST1827,46,48063,221741,392,48,Yes
CUST1828,21,20219,766076,780,24,No
CUST1829,60,53992,553381,680,24,Yes
CUST1830,49,66573,496882,407,60,Yes
CUST1831,34,117420,90431,495,36,Yes
CUST1832,48,78722,445337,491,60,No
CUST1833,33,23931,562093,441,60,Yes
CUST1834,31,141828,258763,884,24,No
CUST1835,46,108731,728539,779,12,No
CUST1836,55,131202,644798,363,12,Yes
CUST1837,47,74307,341617,423,12,Yes
CUST1838,31,47582,85456,407,12,No
CUST1839,34,94687,406833,633,24,No
CUST1840,33,31799,481030,411,48,Yes
CUST1841,42,62272,136798,490,12,Yes
CUST1842,24,43221,542596,648,12,Yes
CUST1843,33,138514,456107,707,60,No
CUST1844,25,120905,773597,846,36,Yes
CUST1845,45,68274,420483,557,12,Yes
CUST1846,59,54877,485223,653,36,No
CUST1847,33,115253,51885,827,12,Yes
CUST1848,55,57386,317212,636,12,No
CUST1849,50,112293,207409,506,36,Yes
CUST1850,59,71835,784402,489,36,No
CUST1851,54,49870,351137,805,24,No
CUST1852,34,40817,254145,866,60,No
CUST1853,36,118852,109875,310,12,Yes
CUST1854,40,140864,540574,574,48,Yes
CUST1855,60,118886,544186,334,24,Yes
CUST1856,50,65880,483968,380,12,Yes
CUST1857,32,148988,491421,691,12,Yes
CUST1858,27,112582,684695,786,60,No
CUST1859,21,31586,298398,652,12,No
CUST1860,23,21954,605774,766,48,No
CUST1861,21,61205,364792,779,24,No
CUST1862,50,81246,654954,305,48,No
CUST1863,56,134722,309698,456,60,Yes
CUST1864,22,145710,172030,594,48,Yes
CUST1865,29,48891,476718,441,60,Yes
CUST1866,42,78429,693641,482,60,No
CUST1867,56,24545,340988,885,36,No
CUST1868,26,92364,769895,343,12,Yes
CUST1869,35,131400,333570,768,36,No
CUST1870,29,49669,195619,451,12,Yes
CUST1871,25,105350,765060,384,36,Yes
CUST1872,33,43507,707521,736,60,No
CUST1873,58,30591,169795,806,36,No
CUST1874,38,87388,50554,824,36,No
CUST1875,56,43458,155122,833,48,No
CUST1876,45,111010,655798,459,12,Yes
CUST1877,32,36982,341307,539,60,Yes
CUST1878,38,24210,263288,822,24,No
CUST1879,43,83347,595268,715,24,No
CUST1880,60,91665,637449,735,24,Yes
CUST1881,39,133763,422621,472,36,Yes
CUST1882,31,124385,623622,458,60,Yes
CUST1883,48,85229,757920,595,60,Yes
CUST1884,49,102132,541543,715,24,No
CUST1885,41,69255,478573,726,48,No
CUST1886,35,102137,349171,443,60,Yes
CUST1887,60,147948,585223,706,60,No
CUST1888,25,49726,494099,422,48,Yes
CUST1889,33,144242,251734,508,24,No
CUST1890,59,63752,581846,677,36,No
CUST1891,25,149977,425070,329,60,No
CUST1892,32,139426,359349,828,12,Yes
CUST1893,58,68297,153801,580,48,No
CUST1894,21,85303,369659,545,48,Yes
CUST1895,30,50013,168644,403,60,No
CUST1896,21,27853,429368,393,60,No
CUST1897,26,130998,503769,752,24,No
CUST1898,35,22801,63817,828,48,No
CUST1899,52,136190,256549,451,48,Yes
CUST1900,28,134458,359982,411,12,Yes
CUST1901,37,101702,106978,883,48,No
CUST1902,21,149725,744739,668,24,No
CUST1903,26,45944,568386,400,12,Yes
CUST1904,54,49739,463237,585,24,Yes
CUST1905,51,139522,568719,334,36,No
CUST1906,52,135094,604620,371,24,Yes
CUST1907,26,78927,604437,706,60,No
CUST1908,27,46048,481781,436,48,No
CUST1909,54,98018,580286,340,48,Yes
CUST1910,37,40993,78957,693,36,No
CUST1911,32,75442,363507,816,48,No
CUST1912,23,137978,658438,430,36,Yes
CUST1913,30,123707,297952,675,36,Yes
CUST1914,59,101843,300128,415,36,Yes
CUST1915,39,97812,778010,567,60,Yes
CUST1916,57,71728,178193,338,48,No
CUST1917,45,45360,675624,558,48,Yes
CUST1918,47,76490,244665,400,48,Yes
CUST1919,60,78083,479142,300,48,Yes
CUST1920,54,83131,505415,618,60,Yes
CUST1921,28,23341,188147,659,48,Yes
CUST1922,35,55725,181986,855,60,No
CUST1923,58,85437,134120,355,36,No
CUST1924,40,24468,585447,842,24,Yes
CUST1925,45,114236,589633,430,12,Yes
CUST1926,37,65519,306684,544,36,Yes
CUST1927,49,29616,136387,800,60,No
CUST1928,23,55080,318455,764,12,No
CUST1929,26,20493,573074,407,48,No
CUST1930,29,98166,307772,385,24,No
CUST1931,33,123480,575801,826,24,No
CUST1932,58,89611,781208,826,24,No
CUST1933,49,84553,501783,791,48,No
CUST1934,38,110819,451746,820,60,No
CUST1935,60,107047,145026,546,48,Yes
CUST1936,47,108631,601528,389,48,Yes
CUST1937,50,131840,385327,551,12,Yes
CUST1938,40,119039,76966,890,12,No
CUST1939,53,67533,532568,862,48,No
CUST1940,49,98441,532446,454,12,No
CUST1941,60,55305,689632,790,48,No
CUST1942,55,25077,542175,651,48,Yes
CUST1943,45,72067,692287,890,60,Yes
CUST1944,40,123074,86713,805,36,No
CUST1945,31,124965,573389,801,12,Yes
CUST1946,53,23095,521662,330,60,Yes
CUST1947,21,27772,213725,635,48,Yes
CUST1948,29,26211,620381,336,12,No
CUST1949,59,140309,132214,702,60,No
CUST1950,21,142371,517580,476,48,No
CUST1951,34,59677,550456,403,36,Yes
CUST1952,41,57506,289028,715,24,No
CUST1953,38,138246,507023,619,48,Yes
CUST1954,53,78602,148486,788,36,No
CUST1955,41,90108,367569,446,12,Yes
CUST1956,43,86693,351316,650,48,No
CUST1957,24,80815,689053,530,48,Yes
CUST1958,45,52851,545314,459,12,Yes
CUST1959,39,28550,483539,868,24,Yes
CUST1960,46,60951,402495,377,36,Yes
CUST1961,30,116475,568698,876,12,No
CUST1962,51,116121,417690,748,36,No
CUST1963,21,129737,621498,360,36,No
CUST1964,29,67663,171073,315,48,No
CUST1965,56,58341,714482,424,60,Yes
CUST1966,24,51612,81191,785,24,Yes
CUST1967,49,52702,315874,362,36,No
CUST1968,50,44743,149059,670,36,No
CUST1969,23,118941,630961,309,36,Yes
CUST1970,28,128693,182835,854,60,Yes
CUST1971,38,91299,140466,748,48,No
CUST1972,33,53545,250996,490,12,Yes
CUST1973,60,98733,480714,773,12,Yes
CUST1974,36,118236,379708,780,48,No
CUST1975,54,99717,385055,416,48,Yes
CUST1976,58,67416,680013,562,12,Yes
CUST1977,25,139939,524788,322,36,No
CUST1978,45,134904,413398,513,60,Yes
CUST1979,45,53964,624397,675,24,No
CUST1980,57,144741,223419,882,60,No
CUST1981,37,37557,525264,438,24,Yes
CUST1982,52,47988,342645,900,36,No
CUST1983,53,82974,705542,709,48,No
CUST1984,57,34718,750542,570,12,Yes
CUST1985,49,149530,321128,592,60,No
CUST1986,39,129395,151788,368,60,Yes
CUST1987,39,126887,289885,899,36,No
CUST1988,51,144652,143227,406,12,Yes
CUST1989,22,104489,173848,624,36,Yes
CUST1990,45,38267,83818,810,36,No
CUST1991,55,53411,57090,744,48,No
CUST1992,45,123612,455203,376,24,Yes
CUST1993,31,63957,427206,391,36,No
CUST1994,35,118015,196715,801,60,No
CUST1995,38,149362,122733,792,36,No
CUST1996,41,112523,705016,432,60,Yes
CUST1997,54,113637,597602,378,24,No
CUST1998,45,109699,250615,763,36,No
CUST1999,36,127928,677043,310,12,No
CUST2000,23,146861,78504,660,48,Yes
CUST2001,31,147353,754852,367,12,Yes
CUST2002,52,106314,141911,818,12,No
CUST2003,53,89376,778409,317,60,No
CUST2004,44,125004,132109,633,60,Yes
CUST2005,51,35058,269778,629,36,Yes
CUST2006,22,22706,424547,442,12,Yes
CUST2007,56,33351,148925,815,60,No
CUST2008,26,144006,779574,624,60,Yes
CUST2009,54,85915,254297,620,48,Yes
CUST2010,32,83797,439995,395,24,Yes
CUST2011,56,141427,451510,794,48,No
CUST2012,47,70092,517122,508,24,Yes
CUST2013,48,91776,105054,660,60,No
CUST2014,38,104991,283707,838,12,No
CUST2015,46,49181,95643,813,12,No
CUST2016,46,83130,176009,799,24,No
CUST2017,39,106255,292567,863,60,Yes
CUST2018,30,121129,164089,369,12,Yes
CUST2019,52,108263,222774,494,12,Yes
CUST2020,37,121805,431061,481,12,Yes
CUST2021,28,95112,784823,332,48,Yes
CUST2022,42,73169,425222,525,60,No
CUST2023,32,100893,644662,356,24,Yes
CUST2024,60,148001,278638,370,36,No
CUST2025,25,106770,560810,827,12,No
CUST2026,41,125228,608039,677,48,No
CUST2027,25,101134,769588,875,24,No
CUST2028,23,129698,479399,605,24,Yes
CUST2029,26,98261,250598,355,24,Yes
CUST2030,29,114663,472520,418,60,Yes
CUST2031,34,69134,121153,619,48,Yes
CUST2032,60,98221,537692,885,36,No
CUST2033,35,138184,191557,564,48,No
CUST2034,56,90955,237228,884,12,No
CUST2035,40,49545,448920,379,48,Yes
CUST2036,46,55035,698620,747,36,No
CUST2037,53,46787,461107,831,12,No
CUST2038,44,28446,352352,602,24,Yes
CUST2039,41,68043,471628,395,36,Yes
CUST2040,58,106223,390463,667,48,No
CUST2041,36,118487,121734,893,36,No
CUST2042,60,134420,487242,318,36,No
CUST2043,23,95043,91599,348,48,Yes
CUST2044,55,41801,178981,712,24,No
CUST2045,42,23874,787729,472,24,Yes
CUST2046,58,63187,771208,433,36,Yes
CUST2047,43,117241,490975,434,60,Yes
CUST2048,28,55188,331755,494,36,Yes
CUST2049,44,32745,459817,551,12,Yes
CUST2050,26,122790,733907,812,24,No
CUST2051,57,147327,243201,867,36,No
CUST2052,36,20521,553692,813,60,No
CUST2053,36,52071,660495,623,48,Yes
CUST2054,59,97564,392396,495,36,Yes
CUST2055,56,135297,705815,546,48,Yes
CUST2056,60,93554,411874,661,36,No
CUST2057,27,67689,121616,466,60,Yes
CUST2058,56,88204,503553,573,36,Yes
CUST2059,42,56331,154900,559,60,Yes
CUST2060,50,55987,96072,611,12,No
CUST2061,34,51703,661866,606,48,No
CUST2062,32,21005,384642,889,36,Yes
CUST2063,22,115332,606000,772,36,No
CUST2064,44,29725,685180,413,12,No
CUST2065,52,90778,693119,360,36,Yes
CUST2066,25,105970,159967,704,12,No
CUST2067,39,25777,740543,745,24,No
CUST2068,24,39698,509758,834,36,No
CUST2069,53,128362,571832,325,36,Yes
CUST2070,26,85829,412443,865,12,No
CUST2071,29,70334,175142,682,36,No
CUST2072,40,69649,394057,334,60,Yes
CUST2073,54,62651,376264,314,12,Yes
CUST2074,42,37623,226892,448,36,No
CUST2075,50,142643,678676,550,12,No
CUST2076,48,133779,452601,314,12,Yes
CUST2077,43,72752,273683,573,12,Yes
CUST2078,46,36479,536791,471,60,No
CUST2079,35,20792,667973,592,48,Yes
CUST2080,37,24482,661986,791,36,Yes
CUST2081,28,53397,317891,634,36,No
CUST2082,29,118289,635177,738,24,No
CUST2083,59,126635,693345,499,36,Yes
CUST2084,56,32876,170604,381,60,Yes
CUST2085,40,92456,484227,368,24,No
CUST2086,37,102068,321883,376,60,Yes
CUST2087,38,95088,238626,879,36,No
CUST2088,38,53805,685338,876,36,No
CUST2089,27,132843,571686,446,60,No
CUST2090,60,94806,423372,571,60,Yes
CUST2091,26,98345,277892,745,24,No
CUST2092,25,49126,50891,615,12,Yes
CUST2093,52,75270,188982,788,12,No
CUST2094,43,58527,501807,828,48,No
CUST2095,37,67510,53882,666,36,No
CUST2096,38,123827,364190,574,24,Yes
CUST2097,30,147106,588955,687,60,Yes
CUST2098,25,104707,263741,701,60,No
CUST2099,31,63270,662401,426,60,No
CUST2100,35,148994,261627,848,48,Yes
CUST2101,60,47577,444124,679,24,Yes
CUST2102,59,147141,678777,866,36,No
CUST2103,24,86059,121716,369,24,Yes
CUST2104,35,45203,95253,406,24,Yes
CUST2105,50,60908,506356,315,12,Yes
CUST2106,54,59292,461185,401,48,No
CUST2107,53,125677,556601,441,12,Yes
CUST2108,56,55934,701301,541,24,Yes
CUST2109,42,32787,528530,681,48,No
CUST2110,52,95385,345737,686,60,No
CUST2111,50,131592,187245,721,12,No
CUST2112,60,107854,632720,695,24,No
CUST2113,30,58845,224749,636,60,No
CUST2114,55,42626,729667,595,12,Yes
CUST2115,27,20102,394618,410,48,No
CUST2116,37,46453,210049,591,60,Yes
CUST2117,49,85056,599698,683,48,No
CUST2118,54,103571,572346,340,60,No
CUST2119,22,29568,677063,533,48,No
CUST2120,49,148130,515170,588,36,Yes
CUST2121,55,48045,167947,553,24,Yes
CUST2122,42,40945,140163,628,36,Yes
CUST2123,52,21754,145022,575,36,Yes
CUST2124,59,108536,261574,301,36,No
CUST2125,24,117837,516739,675,60,No
CUST2126,41,138592,753479,566,24,Yes
CUST2127,39,56061,89379,489,48,No
CUST2128,27,106155,724120,888,36,No
CUST2129,45,102069,108586,386,24,Yes
CUST2130,49,114674,361430,496,36,Yes
CUST2131,30,126779,558713,878,48,No
CUST2132,29,119798,514228,491,24,Yes
CUST2133,24,31817,417607,809,12,No
CUST2134,41,69654,630765,571,48,Yes
CUST2135,46,71331,51971,735,60,No
CUST2136,53,146049,417976,684,48,No
CUST2137,26,113732,504507,670,60,Yes
CUST2138,54,128948,504690,874,36,No
CUST2139,42,70639,94134,562,48,Yes
CUST2140,37,127349,392534,855,24,No
CUST2141,55,98406,489612,487,48,Yes
CUST2142,28,96893,162137,448,24,No
CUST2143,43,103907,288586,370,48,Yes
CUST2144,30,110566,69128,403,36,Yes
CUST2145,50,145727,413132,545,48,No
CUST2146,47,141011,198471,449,48,Yes
CUST2147,37,59413,349549,303,48,Yes
CUST2148,23,111929,473551,793,12,Yes
CUST2149,42,106635,516685,478,24,Yes
CUST2150,46,128972,303538,541,24,Yes
CUST2151,41,133738,340547,536,36,No
CUST2152,60,107073,403155,456,48,Yes
CUST2153,22,85560,721865,379,48,Yes
CUST2154,44,58625,158335,750,60,No
CUST2155,46,149660,485646,376,48,No
CUST2156,52,35668,119366,806,60,No
CUST2157,51,99095,348389,621,36,Yes
CUST2158,34,85026,754715,690,24,No
CUST2159,57,57120,487871,357,12,Yes
CUST2160,28,27858,240240,630,36,No
CUST2161,59,74869,749134,707,24,Yes
CUST2162,39,140303,607525,378,12,Yes
CUST2163,21,116885,228783,689,60,No
CUST2164,52,138192,573558,326,12,Yes
CUST2165,36,21623,789670,701,12,Yes
CUST2166,34,31446,316889,322,24,No
CUST2167,54,142318,234457,320,48,Yes
CUST2168,34,139301,173310,544,12,Yes
CUST2169,49,143626,231226,418,12,No
CUST2170,28,69285,58904,897,48,No
CUST2171,59,24504,273870,510,12,No
CUST2172,43,119682,144202,732,36,No
CUST2173,57,78615,788244,436,48,Yes
CUST2174,21,138294,220373,304,48,Yes
CUST2175,58,20746,358057,898,36,Yes
CUST2176,21,97118,432629,690,12,No
CUST2177,30,85772,136850,512,24,Yes
CUST2178,36,112814,349482,329,36,Yes
CUST2179,36,84359,115100,820,12,No
CUST2180,36,46566,529879,470,24,Yes
CUST2181,57,137473,548774,804,24,No
CUST2182,26,81196,355259,647,48,No
CUST2183,56,110909,307087,307,48,Yes
CUST2184,43,47824,220735,431,36,No
CUST2185,33,131812,323261,558,60,Yes
CUST2186,53,101606,681239,633,24,Yes
CUST2187,32,60231,475050,589,36,Yes
CUST2188,39,50181,382192,885,24,No
CUST2189,39,64846,472638,830,60,No
CUST2190,24,54081,663757,762,36,No
CUST2191,35,101713,369146,751,12,No
CUST2192,56,125396,202146,395,48,Yes
CUST2193,44,92996,126362,384,36,No
CUST2194,49,126496,381488,631,48,No
CUST2195,30,52087,446572,499,12,No
CUST2196,55,107386,606389,327,12,Yes
CUST2197,38,120026,578208,437,36,Yes
CUST2198,33,146295,207790,455,24,Yes
CUST2199,28,59804,662043,803,60,Yes
CUST2200,28,22310,504415,525,60,Yes
CUST2201,47,49965,439644,579,12,No
CUST2202,60,44988,605909,332,48,Yes
CUST2203,57,114796,126733,653,60,No
CUST2204,52,121837,229589,823,12,No
CUST2205,55,102756,153341,829,36,Yes
CUST2206,51,35940,256831,381,12,Yes
CUST2207,36,50241,360120,444,60,Yes
CUST2208,51,86929,449613,388,36,No
CUST2209,43,147274,425301,464,36,Yes
CUST2210,32,122446,242902,352,60,No
CUST2211,41,145997,340547,831,48,No
CUST2212,40,120951,795793,485,12,Yes
CUST2213,49,148849,440814,436,12,Yes
CUST2214,22,33394,129573,810,60,Yes
CUST2215,59,141172,776221,899,60,No
CUST2216,52,145883,719962,875,60,No
CUST2217,34,85286,706045,890,48,No
CUST2218,24,107186,490078,323,24,Yes
CUST2219,24,140935,532282,526,36,Yes
CUST2220,40,53274,219701,524,48,No
CUST2221,46,112965,758384,496,60,Yes
CUST2222,32,59288,441423,642,12,No
CUST2223,48,101425,116318,744,60,No
CUST2224,49,23689,479017,348,24,Yes
CUST2225,27,77988,438162,717,12,No
CUST2226,58,34351,601856,631,12,No
CUST2227,48,92306,120313,795,24,No
CUST2228,41,31595,704062,569,48,No
CUST2229,49,122786,389456,659,12,Yes
CUST2230,44,61727,133257,829,48,No
CUST2231,31,135849,626301,574,48,Yes
CUST2232,41,82243,601219,565,36,No
CUST2233,60,34856,313579,549,60,Yes
CUST2234,53,77844,259385,603,48,No
CUST2235,21,133240,562314,710,24,No
CUST2236,37,32834,719752,872,60,No
CUST2237,60,99592,281824,382,12,No
CUST2238,24,118123,73981,320,12,No
CUST2239,53,113287,395570,590,12,Yes
CUST2240,27,91002,444740,727,36,No
CUST2241,28,126000,471937,574,12,No
CUST2242,31,36110,588635,314,12,Yes
CUST2243,54,145013,450867,422,36,No
CUST2244,43,51955,249030,423,24,Yes
CUST2245,39,49911,588065,391,24,No
CUST2246,42,142375,56709,583,24,Yes
CUST2247,24,21889,189183,425,60,Yes
CUST2248,33,117463,594730,783,12,No
CUST2249,54,42085,301947,536,36,No
CUST2250,23,77461,392624,685,36,Yes
CUST2251,23,124838,427031,498,12,No
CUST2252,46,115625,799844,561,36,Yes
CUST2253,21,59058,466614,622,24,No
CUST2254,46,48161,588428,371,36,Yes
CUST2255,41,127873,240900,345,36,No
CUST2256,47,47077,599655,783,48,No
CUST2257,53,122453,107188,373,12,No
CUST2258,21,57822,51067,652,48,No
CUST2259,45,145982,737291,686,36,No
CUST2260,39,149553,284956,403,12,Yes
CUST2261,24,24832,233467,368,24,Yes
CUST2262,34,47780,508091,776,60,No
CUST2263,37,27714,230103,612,12,No
CUST2264,28,114816,794314,409,24,No
CUST2265,50,145874,723890,447,12,Yes
CUST2266,32,57407,775077,688,12,No
CUST2267,41,33380,317853,333,24,Yes
CUST2268,29,139528,748942,526,12,Yes
CUST2269,38,113420,437899,540,36,Yes
CUST2270,44,103218,312879,548,36,Yes
CUST2271,31,60502,194227,334,12,Yes
CUST2272,58,68259,370716,790,48,Yes
CUST2273,59,116249,121478,811,12,No
CUST2274,48,134717,703080,524,12,No
CUST2275,30,137090,473452,694,36,Yes
CUST2276,36,139722,515154,651,60,No
CUST2277,33,47716,319231,317,12,Yes
CUST2278,60,121838,319880,310,60,Yes
CUST2279,35,64196,559010,407,48,Yes
CUST2280,30,56624,679445,383,24,No
CUST2281,45,72752,667329,891,60,No
CUST2282,43,49558,203037,599,60,Yes
CUST2283,50,149652,333663,505,12,No
CUST2284,56,63696,797947,313,12,Yes
CUST2285,55,147552,769295,820,60,No
CUST2286,41,82998,610848,363,12,No
CUST2287,35,107923,676647,882,48,Yes
CUST2288,59,101281,64719,324,12,Yes
CUST2289,53,34350,734899,611,60,No
CUST2290,49,123417,694073,602,12,Yes
CUST2291,33,32670,556538,772,48,Yes
CUST2292,37,102996,595753,641,12,Yes
CUST2293,49,144384,743410,605,60,No
CUST2294,21,90766,718861,523,48,Yes
CUST2295,27,82805,140740,424,24,Yes
CUST2296,52,127360,453489,804,60,Yes
CUST2297,34,96059,177746,890,12,No
CUST2298,57,59473,767606,836,36,No
CUST2299,45,101033,81719,668,48,No
CUST2300,58,82220,602135,603,24,No
CUST2301,25,133672,610665,358,48,Yes
CUST2302,47,90343,798348,564,60,No
CUST2303,57,83298,165451,513,48,Yes
CUST2304,49,34080,425059,548,36,Yes
CUST2305,56,86690,244686,701,60,No
CUST2306,30,31454,155577,315,24,No
CUST2307,50,123026,677341,725,24,No
CUST2308,57,125665,565855,623,60,Yes
CUST2309,46,129600,345224,512,48,Yes
CUST2310,30,141154,133032,660,48,No
CUST2311,48,94250,574116,443,48,Yes
CUST2312,29,59310,219623,469,12,Yes
CUST2313,51,56852,267961,664,36,No
CUST2314,38,98315,701398,380,36,Yes
CUST2315,41,74538,626431,351,48,Yes
CUST2316,35,24242,369239,851,12,No
CUST2317,45,43602,52728,597,36,Yes
CUST2318,56,122138,273518,773,48,Yes
CUST2319,45,80131,655876,424,60,Yes
CUST2320,35,73299,411031,496,24,No
CUST2321,22,120160,615439,398,60,No
CUST2322,34,43161,113171,661,24,Yes
CUST2323,48,141409,578312,536,12,Yes
CUST2324,31,118960,719655,726,60,No
CUST2325,59,122566,432396,898,12,No
CUST2326,31,47488,755053,615,24,Yes
CUST2327,49,79839,793365,817,60,No
CUST2328,28,58186,374974,458,12,Yes
